Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_0359__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4150__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0796__91__e__93__+M_s_1026__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1322__91__c__93__+M_s_3545__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1051__91__c__93__+M_s_1612__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2766__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3022__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_0956__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3025__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0077__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_4136__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4157__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
2_M_s_0803__91__c__93__+M_s_1207__91__c__93__+M_s_1577__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3198__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0646__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3181__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0532__91__m__93__+M_s_0799__91__m__93__+M_s_0834__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1036__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0302__91__c__93__+M_s_0434__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0207__91__c__93__+M_s_0991__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0432__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0794__91__c__93__+M_s_1379__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3747__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4202__91__e__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0434__91__c__93__+M_s_0794__91__c__93__+M_s_0803__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4151__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3047__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4111__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0326__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2841__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1036__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
2_M_s_0190__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1324__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0803__91__c__93__+M_s_1207__91__c__93__+M_s_1576__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
55.3_M_s_0394__91__c__93__+M_s_0450__91__c__93__+55.3_M_s_0794__91__c__93__+55.3_M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0201__91__c__93__+M_s_1616__91__c__93__,0,332,0,332,Concordant,1.0,0,10,1,11,Concordant,0.9090909090909091
M_s_0794__91__c__93__+M_s_1270__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1365__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1468__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_4141__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0295__91__c__93__+M_s_0394__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0523__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2962__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0767__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
0.28145882_M_s_0694__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2832__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1351__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1148__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2846__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
0.8333734_M_s_3713__91__erm__93__+0.51285776_M_s_3740__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2785__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1017__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3028__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.687938502_M_s_3712__91__erm__93__+0.508826_M_s_3741__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0991__91__c__93__+M_s_1591__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4148__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1007__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3510__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1277__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0118__91__c__93__+2_M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1267__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.85941128_M_s_3713__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.56493352_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0748__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4204__91__e__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0300__91__c__93__+M_s_0394__91__c__93__+2_M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0325__91__c__93__+M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4142__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
