Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_3078__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3081__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3060__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_2783__91__erm__93__+M_s_2955__91__erm__93__+M_s_3083__91__erm__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3079__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3068__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3054__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3065__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3064__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3072__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3341__91__vm__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3075__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3082__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3077__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3063__91__lp__93__+M_s_3657__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3071__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3076__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_3066__91__lp__93__,0,19,313,332,Singleton,0.9427710843373494,0,0,11,11,Singleton,1.0
M_s_2783__91__erm__93__+M_s_3108__91__erm__93__+M_s_3125__91__erm__93__,0,20,312,332,Singleton,0.9397590361445783,0,2,9,11,Singleton,0.8181818181818182
M_s_3073__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
7_M_s_0456__91__c__93__+7_M_s_0529__91__c__93__+7_M_s_0803__91__c__93__+14_M_s_1207__91__c__93__+M_s_1302__91__c__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3067__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_2783__91__erm__93__+M_s_2960__91__erm__93__+M_s_3083__91__erm__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3048__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3064__91__lp__93__+M_s_3657__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3056__91__lp__93__+M_s_3657__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
0.66110824_M_s_3709__91__erm__93__+0.28246676_M_s_3743__91__c__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3441__91__erm__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3070__91__lp__93__,0,20,312,332,Singleton,0.9397590361445783,0,0,11,11,Singleton,1.0
M_s_3082__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3058__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_0849__91__c__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3079__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3076__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3081__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3073__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3080__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3044__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3052__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3070__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3060__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3077__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3059__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3065__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3068__91__lp__93__+M_s_3657__91__lp__93__,0,21,311,332,Singleton,0.9367469879518072,0,0,11,11,Singleton,1.0
M_s_3067__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_1213__91__er__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3048__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3075__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3069__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3071__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3066__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3050__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3078__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3062__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_0025__91__c__93__+M_s_0794__91__c__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3072__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_2783__91__erm__93__+M_s_2958__91__erm__93__+M_s_3083__91__erm__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_3046__91__lp__93__+M_s_3657__91__lp__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_1207__91__c__93__,0,22,310,332,Singleton,0.9337349397590361,0,0,11,11,Singleton,1.0
M_s_2783__91__erm__93__+M_s_3108__91__erm__93__+M_s_3124__91__erm__93__,0,23,309,332,Singleton,0.9307228915662651,0,3,8,11,Singleton,0.7272727272727273
M_s_0793__91__ce__93__,0,23,309,332,Singleton,0.9307228915662651,0,1,10,11,Singleton,0.9090909090909091
M_s_2783__91__erm__93__+M_s_2954__91__erm__93__+M_s_3083__91__erm__93__,0,23,309,332,Singleton,0.9307228915662651,0,0,11,11,Singleton,1.0
M_s_0799__91__m__93__+M_s_1266__91__c__93__,0,309,23,332,Concordant,0.9307228915662651,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_0973__91__c__93__,0,23,309,332,Singleton,0.9307228915662651,0,3,8,11,Singleton,0.7272727272727273
3_M_s_0803__91__c__93__+M_s_0841__91__c__93__+3_M_s_1207__91__c__93__,0,24,308,332,Singleton,0.927710843373494,0,0,11,11,Singleton,1.0
M_s_1208__91__er__93__,0,24,308,332,Singleton,0.927710843373494,0,0,11,11,Singleton,1.0
M_s_3074__91__lp__93__+M_s_3657__91__lp__93__,0,24,308,332,Singleton,0.927710843373494,0,0,11,11,Singleton,1.0
M_s_3054__91__lp__93__+M_s_3657__91__lp__93__,0,24,308,332,Singleton,0.927710843373494,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0589__91__c__93__,0,24,308,332,Singleton,0.927710843373494,0,0,11,11,Singleton,1.0
M_s_1212__91__c__93__,0,25,307,332,Singleton,0.9246987951807228,0,0,11,11,Singleton,1.0
M_s_1207__91__c__93__+M_s_1377__91__c__93__,0,25,307,332,Singleton,0.9246987951807228,0,0,11,11,Singleton,1.0
M_s_3324__91__ce__93__,0,25,307,332,Singleton,0.9246987951807228,0,1,10,11,Singleton,0.9090909090909091
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3337__91__ce__93__,0,26,306,332,Singleton,0.9216867469879518,0,1,10,11,Singleton,0.9090909090909091
M_s_0573__91__c__93__+M_s_0785__91__c__93__+M_s_0794__91__c__93__,0,306,26,332,Concordant,0.9216867469879518,0,11,0,11,Concordant,1.0
M_s_0306__91__c__93__+M_s_1207__91__c__93__,0,26,306,332,Singleton,0.9216867469879518,0,1,10,11,Singleton,0.9090909090909091
M_s_3342__91__vm__93__,0,26,306,332,Singleton,0.9216867469879518,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_1437__91__c__93__,0,27,305,332,Singleton,0.9186746987951807,0,0,11,11,Singleton,1.0
M_s_0304__91__c__93__+M_s_1212__91__c__93__,0,27,305,332,Singleton,0.9186746987951807,0,1,10,11,Singleton,0.9090909090909091
M_s_0794__91__c__93__+M_s_1438__91__e__93__,0,27,305,332,Singleton,0.9186746987951807,0,0,11,11,Singleton,1.0
M_s_2834__91__erm__93__+M_s_3085__91__erm__93__,0,28,304,332,Singleton,0.9156626506024096,0,0,11,11,Singleton,1.0
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3333__91__ce__93__,0,28,304,332,Singleton,0.9156626506024096,0,1,10,11,Singleton,0.9090909090909091
M_s_2834__91__erm__93__+M_s_3089__91__erm__93__,0,29,303,332,Singleton,0.9126506024096386,0,0,11,11,Singleton,1.0
M_s_1198__91__c__93__,0,303,29,332,Concordant,0.9126506024096386,0,9,2,11,Concordant,0.8181818181818182
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3329__91__ce__93__,0,30,302,332,Singleton,0.9096385542168675,0,1,10,11,Singleton,0.9090909090909091
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3335__91__ce__93__,0,30,302,332,Singleton,0.9096385542168675,0,1,10,11,Singleton,0.9090909090909091
M_s_2818__91__erm__93__,0,301,31,332,Concordant,0.9066265060240963,0,11,0,11,Concordant,1.0
M_s_2834__91__erm__93__+M_s_3084__91__erm__93__,0,31,301,332,Singleton,0.9066265060240963,0,0,11,11,Singleton,1.0
M_s_2834__91__erm__93__+M_s_3088__91__erm__93__,0,31,301,332,Singleton,0.9066265060240963,0,0,11,11,Singleton,1.0
M_s_2834__91__erm__93__+M_s_3086__91__erm__93__,0,31,301,332,Singleton,0.9066265060240963,0,0,11,11,Singleton,1.0
M_s_2817__91__erm__93__,0,301,31,332,Concordant,0.9066265060240963,0,10,1,11,Concordant,0.9090909090909091
M_s_2834__91__erm__93__+M_s_3087__91__erm__93__,0,32,300,332,Singleton,0.9036144578313253,0,0,11,11,Singleton,1.0
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3325__91__ce__93__,0,32,300,332,Singleton,0.9036144578313253,0,1,10,11,Singleton,0.9090909090909091
5_M_s_0794__91__c__93__+3_M_s_1212__91__c__93__+M_s_1469__91__c__93__,0,33,299,332,Singleton,0.9006024096385542,0,0,11,11,Singleton,1.0
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3339__91__ce__93__,0,33,299,332,Singleton,0.9006024096385542,0,0,11,11,Singleton,1.0
M_s_2961__91__erm__93__,0,33,299,332,Singleton,0.9006024096385542,0,1,10,11,Singleton,0.9090909090909091
M_s_2959__91__erm__93__,0,33,299,332,Singleton,0.9006024096385542,0,0,11,11,Singleton,1.0
M_s_0764__91__c__93__+M_s_0803__91__c__93__+M_s_1048__91__c__93__,0,298,34,332,Concordant,0.8975903614457831,0,10,1,11,Concordant,0.9090909090909091
M_s_1438__91__e__93__,0,34,298,332,Singleton,0.8975903614457831,0,1,10,11,Singleton,0.9090909090909091
M_s_0445__91__c__93__,0,298,34,332,Concordant,0.8975903614457831,0,9,2,11,Concordant,0.8181818181818182
M_s_0769__91__lp__93__+M_s_2847__91__lp__93__,0,35,297,332,Singleton,0.8945783132530121,0,0,11,11,Singleton,1.0
M_s_0769__91__lp__93__+M_s_2849__91__lp__93__,0,35,297,332,Singleton,0.8945783132530121,0,0,11,11,Singleton,1.0
M_s_0793__91__ce__93__+M_s_3324__91__ce__93__+M_s_3331__91__ce__93__,0,35,297,332,Singleton,0.8945783132530121,0,1,10,11,Singleton,0.9090909090909091
M_s_0750__91__c__93__,0,36,296,332,Singleton,0.891566265060241,0,0,11,11,Singleton,1.0
M_s_3341__91__vm__93__+M_s_3394__91__vm__93__,0,36,296,332,Singleton,0.891566265060241,0,0,11,11,Singleton,1.0
M_s_3341__91__vm__93__+M_s_3393__91__vm__93__,0,36,296,332,Singleton,0.891566265060241,0,0,11,11,Singleton,1.0
M_s_0769__91__lp__93__+M_s_2851__91__lp__93__,0,37,295,332,Singleton,0.8885542168674698,0,0,11,11,Singleton,1.0
M_s_3341__91__vm__93__+M_s_3398__91__vm__93__,0,37,295,332,Singleton,0.8885542168674698,0,1,10,11,Singleton,0.9090909090909091
M_s_3341__91__vm__93__+M_s_3399__91__vm__93__,0,38,294,332,Singleton,0.8855421686746988,0,1,10,11,Singleton,0.9090909090909091
M_s_0662__91__c__93__,0,40,292,332,Singleton,0.8795180722891566,0,3,8,11,Singleton,0.7272727272727273
M_s_3341__91__vm__93__+M_s_3395__91__vm__93__,0,40,292,332,Singleton,0.8795180722891566,0,1,10,11,Singleton,0.9090909090909091
M_s_3341__91__vm__93__+M_s_3396__91__vm__93__,0,40,292,332,Singleton,0.8795180722891566,0,1,10,11,Singleton,0.9090909090909091
M_s_0587__91__c__93__+M_s_0803__91__c__93__+M_s_1620__91__c__93__,0,40,292,332,Singleton,0.8795180722891566,0,1,10,11,Singleton,0.9090909090909091
M_s_0662__91__c__93__+M_s_0794__91__c__93__+2_M_s_0803__91__c__93__+M_s_1413__91__c__93__,0,41,291,332,Singleton,0.8765060240963856,0,3,8,11,Singleton,0.7272727272727273
M_s_3341__91__vm__93__+M_s_3392__91__vm__93__,0,41,291,332,Singleton,0.8765060240963856,0,0,11,11,Singleton,1.0
M_s_0769__91__lp__93__+M_s_2853__91__lp__93__,0,41,291,332,Singleton,0.8765060240963856,0,0,11,11,Singleton,1.0
M_s_0437__91__m__93__+M_s_1192__91__m__93__,0,290,42,332,Concordant,0.8734939759036144,0,11,0,11,Concordant,1.0
M_s_3341__91__vm__93__+M_s_3397__91__vm__93__,0,42,290,332,Singleton,0.8734939759036144,0,0,11,11,Singleton,1.0
M_s_0394__91__c__93__+M_s_0587__91__c__93__,0,43,289,332,Singleton,0.8704819277108434,0,1,10,11,Singleton,0.9090909090909091
M_s_3117__91__erm__93__,0,289,43,332,Concordant,0.8704819277108434,0,9,2,11,Concordant,0.8181818181818182
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3418__91__vm__93__,0,45,287,332,Singleton,0.8644578313253012,0,1,10,11,Singleton,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3423__91__vm__93__,0,46,286,332,Singleton,0.8614457831325302,0,1,10,11,Singleton,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3422__91__vm__93__,0,46,286,332,Singleton,0.8614457831325302,0,1,10,11,Singleton,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3417__91__vm__93__,0,47,285,332,Singleton,0.858433734939759,0,1,10,11,Singleton,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3419__91__vm__93__,0,48,284,332,Singleton,0.8554216867469879,0,1,10,11,Singleton,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3420__91__vm__93__,0,48,284,332,Singleton,0.8554216867469879,0,1,10,11,Singleton,0.9090909090909091
M_s_0803__91__c__93__+M_s_0980__91__c__93__,29,19,284,332,Singleton,0.8554216867469879,0,0,11,11,Singleton,1.0
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3421__91__vm__93__,0,48,284,332,Singleton,0.8554216867469879,0,1,10,11,Singleton,0.9090909090909091
M_s_0455__91__c__93__+M_s_0973__91__c__93__,0,283,49,332,Concordant,0.8524096385542169,0,10,1,11,Concordant,0.9090909090909091
M_s_3164__91__vm__93__+M_s_3342__91__vm__93__+M_s_3416__91__vm__93__,0,49,283,332,Singleton,0.8524096385542169,0,1,10,11,Singleton,0.9090909090909091
M_s_0025__91__c__93__+M_s_1401__91__m__93__,0,50,282,332,Singleton,0.8493975903614458,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0803__91__c__93__+M_s_1029__91__c__93__,0,51,281,332,Singleton,0.8463855421686747,0,1,10,11,Singleton,0.9090909090909091
M_s_0635__91__lp__93__,0,280,52,332,Concordant,0.8433734939759037,0,10,1,11,Concordant,0.9090909090909091
M_s_0803__91__c__93__+M_s_0849__91__c__93__+M_s_1198__91__c__93__,0,52,280,332,Singleton,0.8433734939759037,0,3,8,11,Singleton,0.7272727272727273
M_s_1262__91__c__93__,53,279,0,332,Concordant,0.8403614457831325,2,9,0,11,Concordant,0.8181818181818182
M_s_2877__91__c__93__,53,279,0,332,Concordant,0.8403614457831325,2,9,0,11,Concordant,0.8181818181818182
M_s_0060__91__m__93__+M_s_0807__91__m__93__,0,277,55,332,Concordant,0.8343373493975904,0,8,3,11,Concordant,0.7272727272727273
M_s_3712__91__erm__93__,0,56,276,332,Singleton,0.8313253012048193,0,2,9,11,Singleton,0.8181818181818182
M_s_0531__91__lp__93__+M_s_2946__91__lp__93__,0,56,276,332,Singleton,0.8313253012048193,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2945__91__lp__93__,0,56,276,332,Singleton,0.8313253012048193,0,0,11,11,Singleton,1.0
M_s_1073__91__c__93__,57,275,0,332,Concordant,0.8283132530120482,2,9,0,11,Concordant,0.8181818181818182
M_s_1176__91__c__93__,57,275,0,332,Concordant,0.8283132530120482,2,9,0,11,Concordant,0.8181818181818182
M_s_0531__91__lp__93__+M_s_2947__91__lp__93__,0,57,275,332,Singleton,0.8283132530120482,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2944__91__lp__93__,0,58,274,332,Singleton,0.8253012048192772,0,0,11,11,Singleton,1.0
M_s_3024__91__erm__93__+M_s_3429__91__erm__93__,0,59,273,332,Singleton,0.822289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_2972__91__erm__93__+M_s_3208__91__erm__93__,0,59,273,332,Singleton,0.822289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3214__91__erm__93__,0,61,271,332,Singleton,0.8162650602409639,0,0,11,11,Singleton,1.0
M_s_3036__91__erm__93__+M_s_3431__91__erm__93__,0,61,271,332,Singleton,0.8162650602409639,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_1413__91__c__93__,0,62,270,332,Singleton,0.8132530120481928,0,1,10,11,Singleton,0.9090909090909091
M_s_2842__91__lp__93__,0,270,62,332,Concordant,0.8132530120481928,0,9,2,11,Concordant,0.8181818181818182
M_s_0633__91__c__93__+M_s_1322__91__c__93__+M_s_1416__91__c__93__,0,62,270,332,Singleton,0.8132530120481928,0,1,10,11,Singleton,0.9090909090909091
M_s_3020__91__erm__93__+M_s_3431__91__erm__93__,0,63,269,332,Singleton,0.8102409638554217,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3210__91__erm__93__,0,63,269,332,Singleton,0.8102409638554217,0,1,10,11,Singleton,0.9090909090909091
M_s_3330__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3336__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3338__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3328__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3334__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_2856__91__ce__93__+M_s_3336__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_0233__91__m__93__+M_s_0807__91__m__93__,0,268,64,332,Concordant,0.8072289156626506,0,10,1,11,Concordant,0.9090909090909091
M_s_3332__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3326__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_3323__91__ce__93__,0,64,268,332,Singleton,0.8072289156626506,0,1,10,11,Singleton,0.9090909090909091
M_s_2972__91__erm__93__+M_s_3209__91__erm__93__,0,65,267,332,Singleton,0.8042168674698795,0,2,9,11,Singleton,0.8181818181818182
M_s_2856__91__ce__93__+M_s_3323__91__ce__93__,0,65,267,332,Singleton,0.8042168674698795,0,1,10,11,Singleton,0.9090909090909091
M_s_3024__91__erm__93__+M_s_3430__91__erm__93__,0,65,267,332,Singleton,0.8042168674698795,0,2,9,11,Singleton,0.8181818181818182
M_s_2856__91__ce__93__+M_s_3330__91__ce__93__,0,66,266,332,Singleton,0.8012048192771084,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3210__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,2,9,11,Singleton,0.8181818181818182
M_s_3020__91__erm__93__+M_s_3426__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,3,8,11,Singleton,0.7272727272727273
M_s_3026__91__erm__93__+M_s_3431__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,2,9,11,Singleton,0.8181818181818182
M_s_3021__91__erm__93__+M_s_3431__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,2,9,11,Singleton,0.8181818181818182
M_s_2856__91__ce__93__+M_s_3332__91__ce__93__,0,66,266,332,Singleton,0.8012048192771084,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3187__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,3,8,11,Singleton,0.7272727272727273
M_s_2974__91__erm__93__+M_s_3210__91__erm__93__,0,66,266,332,Singleton,0.8012048192771084,0,2,9,11,Singleton,0.8181818181818182
M_s_0427__91__c__93__+M_s_1386__91__c__93__,0,265,67,332,Concordant,0.7981927710843374,0,11,0,11,Concordant,1.0
M_s_2974__91__erm__93__+M_s_3207__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,0,11,11,Singleton,1.0
M_s_2974__91__erm__93__+M_s_3197__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,0,11,11,Singleton,1.0
M_s_3026__91__erm__93__+M_s_3428__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,0,11,11,Singleton,1.0
M_s_2856__91__ce__93__+M_s_3334__91__ce__93__,0,67,265,332,Singleton,0.7981927710843374,0,1,10,11,Singleton,0.9090909090909091
M_s_0794__91__c__93__+M_s_1048__91__c__93__,0,67,265,332,Singleton,0.7981927710843374,0,3,8,11,Singleton,0.7272727272727273
M_s_2831__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,1,10,11,Singleton,0.9090909090909091
M_s_2833__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,1,10,11,Singleton,0.9090909090909091
M_s_3042__91__erm__93__+M_s_3427__91__erm__93__,0,67,265,332,Singleton,0.7981927710843374,0,0,11,11,Singleton,1.0
M_s_2856__91__ce__93__+M_s_3326__91__ce__93__,0,67,265,332,Singleton,0.7981927710843374,0,1,10,11,Singleton,0.9090909090909091
M_s_2856__91__ce__93__+M_s_3338__91__ce__93__,0,68,264,332,Singleton,0.7951807228915663,0,1,10,11,Singleton,0.9090909090909091
M_s_2856__91__ce__93__+M_s_3328__91__ce__93__,0,68,264,332,Singleton,0.7951807228915663,0,1,10,11,Singleton,0.9090909090909091
M_s_3035__91__erm__93__+M_s_3428__91__erm__93__,0,69,263,332,Singleton,0.7921686746987951,0,0,11,11,Singleton,1.0
M_s_2967__91__erm__93__+M_s_3211__91__erm__93__,0,69,263,332,Singleton,0.7921686746987951,0,0,11,11,Singleton,1.0
M_s_1454__91__c__93__,1,68,263,332,Singleton,0.7921686746987951,0,2,9,11,Singleton,0.8181818181818182
M_s_2971__91__erm__93__+M_s_3212__91__erm__93__,0,70,262,332,Singleton,0.7891566265060241,0,3,8,11,Singleton,0.7272727272727273
M_s_3039__91__erm__93__+M_s_3429__91__erm__93__,0,70,262,332,Singleton,0.7891566265060241,0,3,8,11,Singleton,0.7272727272727273
M_s_3039__91__erm__93__+M_s_3425__91__erm__93__,0,71,261,332,Singleton,0.786144578313253,0,2,9,11,Singleton,0.8181818181818182
M_s_0794__91__c__93__+M_s_1032__91__c__93__,0,71,261,332,Singleton,0.786144578313253,0,0,11,11,Singleton,1.0
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2847__91__lp__93__,0,71,261,332,Singleton,0.786144578313253,0,1,10,11,Singleton,0.9090909090909091
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2846__91__lp__93__,0,71,261,332,Singleton,0.786144578313253,0,1,10,11,Singleton,0.9090909090909091
M_s_2971__91__erm__93__+M_s_3193__91__erm__93__,0,71,261,332,Singleton,0.786144578313253,0,2,9,11,Singleton,0.8181818181818182
M_s_3587__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3025__91__erm__93__+M_s_3428__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_3037__91__erm__93__+M_s_3424__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,0,11,11,Singleton,1.0
M_s_3042__91__erm__93__+M_s_3426__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,2,9,11,Singleton,0.8181818181818182
